grouping_year,group,group_name,year,le_mean,le_ci_lower,le_ci_upper,le_q1,le_median,le_q3,obes_mean,obes_ci_lower,obes_ci_upper,obes_q1,obes_median,obes_q3
1997,0,Quintile 1 (poorest),1995,52.6086,46.3659,58.8513,46.3890,49.0960,55.3757,0.0232,0.0035,0.0429,0.0207,0.0291,0.0552
1997,0,Quintile 1 (poorest),1996,53.0727,46.7732,59.3722,46.4928,49.3750,55.4813,0.0239,0.0040,0.0437,0.0208,0.0306,0.0592
1997,0,Quintile 1 (poorest),1997,53.5707,47.2472,59.8942,46.4180,49.5830,55.3708,0.0251,0.0049,0.0453,0.0219,0.0339,0.0632
1997,0,Quintile 1 (poorest),1998,54.0912,47.7542,60.4283,46.6605,50.0375,55.4095,0.0269,0.0063,0.0474,0.0245,0.0376,0.0655
1997,0,Quintile 1 (poorest),1999,54.6230,48.2730,60.9730,46.9195,50.5275,55.6112,0.0289,0.0080,0.0498,0.0261,0.0421,0.0662
1997,0,Quintile 1 (poorest),2000,55.1609,48.8039,61.5178,47.2392,50.4995,55.7803,0.0313,0.0102,0.0523,0.0287,0.0464,0.0666
1997,0,Quintile 1 (poorest),2001,55.7068,49.3614,62.0522,47.9500,50.9910,55.9723,0.0336,0.0125,0.0547,0.0306,0.0493,0.0694
1997,0,Quintile 1 (poorest),2002,56.2711,49.9698,62.5723,47.9907,51.3360,56.2433,0.0360,0.0147,0.0572,0.0317,0.0525,0.0720
1997,0,Quintile 1 (poorest),2003,56.8653,50.6473,63.0833,48.8410,51.6805,56.5785,0.0381,0.0167,0.0596,0.0329,0.0550,0.0735
1997,0,Quintile 1 (poorest),2004,57.4939,51.3989,63.5889,49.4660,52.2290,56.9607,0.0404,0.0186,0.0623,0.0341,0.0578,0.0755
1997,0,Quintile 1 (poorest),2005,58.1540,52.2157,64.0922,50.1810,52.8430,57.3803,0.0425,0.0202,0.0649,0.0352,0.0606,0.0808
1997,0,Quintile 1 (poorest),2006,58.8390,53.0834,64.5946,50.9830,53.3335,57.8210,0.0444,0.0217,0.0671,0.0363,0.0634,0.0865
1997,0,Quintile 1 (poorest),2007,59.5416,53.9832,65.1000,51.8500,53.9560,58.2653,0.0462,0.0230,0.0694,0.0375,0.0663,0.0894
1997,0,Quintile 1 (poorest),2008,60.2484,54.8887,65.6082,52.7462,54.7505,59.2340,0.0480,0.0243,0.0716,0.0391,0.0691,0.0923
1997,0,Quintile 1 (poorest),2009,60.9454,55.7742,66.1166,53.8818,55.5960,60.4772,0.0495,0.0257,0.0734,0.0407,0.0702,0.0930
1997,0,Quintile 1 (poorest),2010,61.6214,56.6202,66.6226,54.6118,56.3925,61.1475,0.0510,0.0267,0.0752,0.0432,0.0719,0.0952
1997,0,Quintile 1 (poorest),2011,62.2640,57.4104,67.1176,55.0027,57.2080,62.0037,0.0525,0.0279,0.0772,0.0458,0.0735,0.0979
1997,0,Quintile 1 (poorest),2012,62.8641,58.1353,67.5929,55.4025,57.9820,62.8347,0.0542,0.0294,0.0789,0.0485,0.0745,0.1010
1997,0,Quintile 1 (poorest),2013,63.4217,58.7989,68.0445,55.8603,58.8395,63.5262,0.0557,0.0307,0.0807,0.0506,0.0757,0.1041
1997,0,Quintile 1 (poorest),2014,63.9361,59.4049,68.4673,56.4270,59.5780,64.1422,0.0572,0.0319,0.0824,0.0531,0.0765,0.1071
1997,0,Quintile 1 (poorest),2015,64.4062,59.9535,68.8588,56.9273,59.9870,64.6845,0.0585,0.0330,0.0839,0.0548,0.0773,0.1099
1997,1,Quintile 2,1980,55.0071,46.3488,63.6655,50.5837,56.4390,59.6247,0.0257,-0.0203,0.0717,0.0256,0.0604,0.0846
1997,1,Quintile 2,1981,55.4772,46.8336,64.1207,51.0620,56.6750,60.2627,0.0260,-0.0207,0.0727,0.0257,0.0604,0.0882
1997,1,Quintile 2,1982,55.9052,47.3292,64.4812,51.5192,56.9685,60.9262,0.0263,-0.0211,0.0737,0.0260,0.0602,0.0916
1997,1,Quintile 2,1983,56.2997,47.8093,64.7901,51.9497,57.3275,61.5835,0.0267,-0.0215,0.0750,0.0270,0.0611,0.0970
1997,1,Quintile 2,1984,56.6722,48.2589,65.0855,52.5015,57.7555,62.2092,0.0272,-0.0220,0.0763,0.0278,0.0619,0.1023
1997,1,Quintile 2,1985,57.0303,48.6799,65.3807,53.1522,58.2520,62.7705,0.0276,-0.0224,0.0776,0.0285,0.0618,0.1064
1997,1,Quintile 2,1986,57.3821,49.0807,65.6836,53.8963,58.8135,63.0115,0.0280,-0.0229,0.0788,0.0291,0.0618,0.1104
1997,1,Quintile 2,1987,57.7380,49.4770,65.9990,54.5652,58.9230,63.1890,0.0284,-0.0233,0.0801,0.0297,0.0620,0.1143
1997,1,Quintile 2,1988,58.1008,49.8810,66.3207,55.0375,58.9700,63.3312,0.0289,-0.0237,0.0814,0.0305,0.0621,0.1182
1997,1,Quintile 2,1989,58.4752,50.3040,66.6463,55.4992,58.9615,63.8445,0.0293,-0.0241,0.0828,0.0315,0.0623,0.1217
1997,1,Quintile 2,1990,58.8610,50.7465,66.9754,55.9490,59.1665,64.3757,0.0298,-0.0245,0.0840,0.0325,0.0625,0.1239
1997,1,Quintile 2,1991,59.2566,51.2042,67.3091,56.3828,59.4575,64.8638,0.0302,-0.0249,0.0853,0.0335,0.0627,0.1262
1997,1,Quintile 2,1992,59.6593,51.6675,67.6510,56.6105,59.7600,65.3050,0.0307,-0.0253,0.0866,0.0345,0.0631,0.1277
1997,1,Quintile 2,1993,60.0614,52.1201,68.0027,56.2078,60.0645,65.6718,0.0312,-0.0256,0.0881,0.0346,0.0646,0.1285
1997,1,Quintile 2,1994,60.4567,52.5487,68.3648,56.5965,60.3610,66.1635,0.0320,-0.0257,0.0896,0.0353,0.0664,0.1310
1997,1,Quintile 2,1995,60.8437,52.9497,68.7376,57.0815,60.6485,66.5810,0.0329,-0.0255,0.0912,0.0364,0.0683,0.1339
1997,1,Quintile 2,1996,61.2207,53.3233,69.1180,57.2328,60.9270,66.9535,0.0340,-0.0250,0.0930,0.0396,0.0704,0.1369
1997,1,Quintile 2,1997,61.5879,53.6735,69.5024,57.3462,61.2885,67.2980,0.0366,-0.0222,0.0955,0.0414,0.0726,0.1406
1997,1,Quintile 2,1998,61.9469,54.0110,69.8827,57.3610,61.6440,67.6340,0.0396,-0.0191,0.0984,0.0441,0.0749,0.1430
1997,1,Quintile 2,1999,62.3017,54.3511,70.2522,57.6343,61.9905,67.9800,0.0429,-0.0162,0.1020,0.0467,0.0770,0.1445
1997,1,Quintile 2,2000,62.6535,54.7072,70.5997,57.9357,62.3275,68.3483,0.0459,-0.0138,0.1056,0.0486,0.0788,0.1463
1997,1,Quintile 2,2001,63.0039,55.0961,70.9118,58.2715,62.6545,68.7500,0.0482,-0.0120,0.1085,0.0498,0.0803,0.1478
1997,1,Quintile 2,2002,63.3583,55.5363,71.1803,58.6457,62.9720,69.1535,0.0497,-0.0119,0.1112,0.0514,0.0819,0.1514
1997,1,Quintile 2,2003,63.7173,56.0318,71.4028,59.0542,63.2820,69.5145,0.0513,-0.0118,0.1144,0.0542,0.0860,0.1555
1997,1,Quintile 2,2004,64.0819,56.5792,71.5846,59.4940,63.5865,69.8812,0.0532,-0.0117,0.1181,0.0563,0.0926,0.1601
1997,1,Quintile 2,2005,64.4535,57.1729,71.7342,59.8928,64.1400,70.2542,0.0554,-0.0112,0.1219,0.0588,0.0975,0.1616
1997,1,Quintile 2,2006,64.8333,57.8029,71.8637,60.3435,64.7190,70.6317,0.0570,-0.0113,0.1253,0.0619,0.1032,0.1644
1997,1,Quintile 2,2007,65.2215,58.4563,71.9867,60.7422,65.2720,70.9108,0.0588,-0.0109,0.1286,0.0665,0.1087,0.1677
1997,1,Quintile 2,2008,65.6166,59.1145,72.1186,61.1585,65.5620,71.1783,0.0607,-0.0105,0.1319,0.0724,0.1141,0.1706
1997,1,Quintile 2,2009,66.0133,59.7581,72.2685,61.5853,65.8190,71.4447,0.0627,-0.0095,0.1349,0.0776,0.1175,0.1731
1997,1,Quintile 2,2010,66.4071,60.3723,72.4419,62.0647,66.0740,71.7090,0.0650,-0.0081,0.1380,0.0808,0.1208,0.1759
1997,1,Quintile 2,2011,66.7892,60.9417,72.6367,62.8570,66.5165,71.9698,0.0668,-0.0071,0.1406,0.0838,0.1242,0.1796
1997,1,Quintile 2,2012,67.1522,61.4565,72.8479,63.7607,66.9790,72.2232,0.0691,-0.0049,0.1431,0.0844,0.1274,0.1831
1997,1,Quintile 2,2013,67.4913,61.9169,73.0656,64.5263,67.4140,72.4543,0.0714,-0.0023,0.1451,0.0851,0.1304,0.1867
1997,1,Quintile 2,2014,67.8038,62.3256,73.2821,64.7395,67.8180,72.6292,0.0730,-0.0006,0.1466,0.0860,0.1329,0.1883
1997,1,Quintile 2,2015,68.0876,62.6839,73.4913,64.9230,68.1890,72.9055,0.0743,0.0010,0.1476,0.0861,0.1352,0.1886
1997,2,Quintile 3,1980,62.4525,58.6256,66.2795,61.3655,64.9320,69.1911,0.0764,0.0208,0.1320,0.0641,0.1046,0.1536
1997,2,Quintile 3,1981,62.7778,59.2197,66.3360,61.9915,65.5060,69.3340,0.0776,0.0217,0.1336,0.0663,0.1081,0.1543
1997,2,Quintile 3,1982,63.2503,59.6619,66.8387,62.5945,66.0490,69.6446,0.0788,0.0226,0.1349,0.0684,0.1109,0.1554
1997,2,Quintile 3,1983,63.6394,60.1742,67.1047,63.0495,66.5410,69.8944,0.0800,0.0236,0.1363,0.0709,0.1143,0.1574
1997,2,Quintile 3,1984,64.0267,60.6603,67.3930,63.3385,66.9650,70.1507,0.0811,0.0245,0.1377,0.0742,0.1150,0.1596
1997,2,Quintile 3,1985,64.3887,61.1327,67.6446,63.6295,67.1990,70.2294,0.0822,0.0254,0.1390,0.0778,0.1200,0.1619
1997,2,Quintile 3,1986,64.7343,61.5791,67.8895,64.2210,67.5880,70.1278,0.0832,0.0261,0.1402,0.0814,0.1226,0.1646
1997,2,Quintile 3,1987,65.1035,61.9619,68.2451,64.7365,67.7890,70.1726,0.0841,0.0268,0.1414,0.0853,0.1244,0.1676
1997,2,Quintile 3,1988,65.4234,62.3527,68.4941,65.1715,67.9380,70.0818,0.0851,0.0276,0.1425,0.0894,0.1257,0.1707
1997,2,Quintile 3,1989,65.7715,62.7078,68.8352,65.5395,68.0600,70.5394,0.0859,0.0284,0.1435,0.0939,0.1284,0.1732
1997,2,Quintile 3,1990,66.0544,63.0967,69.0122,65.8500,68.4270,70.5585,0.0862,0.0288,0.1435,0.0984,0.1284,0.1750
1997,2,Quintile 3,1991,66.3339,63.4842,69.1836,66.1330,68.7880,70.5701,0.0867,0.0293,0.1441,0.1032,0.1286,0.1771
1997,2,Quintile 3,1992,66.5929,63.8837,69.3021,66.5085,69.4010,70.4454,0.0872,0.0298,0.1445,0.1070,0.1290,0.1776
1997,2,Quintile 3,1993,66.9036,64.2647,69.5426,66.8770,69.7844,70.5135,0.0877,0.0305,0.1449,0.1091,0.1295,0.1778
1997,2,Quintile 3,1994,67.2103,64.6402,69.7803,67.2530,69.5634,70.5345,0.0886,0.0318,0.1454,0.1112,0.1303,0.1780
1997,2,Quintile 3,1995,67.5057,65.0227,69.9888,67.6485,69.5098,70.9315,0.0895,0.0329,0.1460,0.1133,0.1316,0.1770
1997,2,Quintile 3,1996,67.8124,65.3821,70.2426,68.0705,69.5170,71.1352,0.0902,0.0340,0.1465,0.1150,0.1328,0.1724
1997,2,Quintile 3,1997,68.1189,65.7029,70.5348,68.5185,69.7560,71.3235,0.0915,0.0353,0.1477,0.1173,0.1348,0.1706
1997,2,Quintile 3,1998,68.4274,65.9923,70.8626,68.8730,70.0170,71.5860,0.0936,0.0374,0.1499,0.1194,0.1380,0.1693
1997,2,Quintile 3,1999,68.7707,66.2779,71.2636,69.2435,70.1930,71.7510,0.0962,0.0397,0.1528,0.1217,0.1410,0.1710
1997,2,Quintile 3,2000,69.0752,66.5423,71.6081,69.7035,70.4620,71.8805,0.0987,0.0418,0.1556,0.1239,0.1443,0.1742
1997,2,Quintile 3,2001,69.4063,66.7641,72.0485,70.0625,70.6240,72.0285,0.1015,0.0442,0.1588,0.1259,0.1475,0.1780
1997,2,Quintile 3,2002,69.6912,66.9776,72.4048,70.5185,70.9640,72.1970,0.1047,0.0473,0.1622,0.1281,0.1503,0.1814
1997,2,Quintile 3,2003,69.9610,67.1969,72.7251,70.8330,71.3890,72.3830,0.1089,0.0509,0.1669,0.1324,0.1499,0.1881
1997,2,Quintile 3,2004,70.2345,67.4364,73.0327,71.0990,71.7840,72.7570,0.1135,0.0545,0.1724,0.1380,0.1562,0.1980
1997,2,Quintile 3,2005,70.5186,67.6781,73.3591,71.3190,72.1460,73.2925,0.1180,0.0576,0.1784,0.1411,0.1592,0.2074
1997,2,Quintile 3,2006,70.7910,67.9268,73.6551,71.5410,72.4322,73.7910,0.1223,0.0605,0.1842,0.1446,0.1625,0.2171
1997,2,Quintile 3,2007,71.0614,68.1764,73.9464,71.7645,72.5340,74.0305,0.1273,0.0640,0.1905,0.1482,0.1660,0.2219
1997,2,Quintile 3,2008,71.3282,68.4244,74.2320,71.9905,72.7680,74.2605,0.1329,0.0683,0.1976,0.1491,0.1698,0.2262
1997,2,Quintile 3,2009,71.5903,68.6571,74.5236,72.2160,73.0870,74.4645,0.1390,0.0730,0.2051,0.1511,0.1741,0.2304
1997,2,Quintile 3,2010,71.8583,68.8945,74.8221,72.4405,73.4122,74.6570,0.1453,0.0782,0.2124,0.1536,0.1809,0.2342
1997,2,Quintile 3,2011,72.1177,69.1047,75.1306,72.6600,73.5122,74.8380,0.1497,0.0810,0.2183,0.1567,0.1880,0.2347
1997,2,Quintile 3,2012,72.3878,69.3176,75.4580,72.8705,74.1634,75.0330,0.1536,0.0837,0.2234,0.1606,0.1905,0.2370
1997,2,Quintile 3,2013,72.5985,69.5187,75.6782,73.0710,74.3146,75.2605,0.1571,0.0865,0.2277,0.1657,0.1983,0.2385
1997,2,Quintile 3,2014,72.8295,69.7143,75.9448,73.2595,74.6780,75.4705,0.1600,0.0887,0.2312,0.1676,0.2053,0.2400
1997,2,Quintile 3,2015,73.0409,69.8853,76.1966,73.4355,74.5180,75.6650,0.1624,0.0908,0.2339,0.1670,0.2114,0.2414
1997,3,Quintile 4,1980,68.5644,64.3647,72.7641,67.7860,69.7982,73.2890,0.1615,0.1347,0.1883,0.1180,0.1629,0.1957
1997,3,Quintile 4,1981,68.9345,64.7918,73.0772,68.0217,69.5308,73.6543,0.1635,0.1363,0.1908,0.1204,0.1616,0.1960
1997,3,Quintile 4,1982,69.2885,65.2293,73.3476,68.2897,69.9669,73.8405,0.1656,0.1378,0.1933,0.1226,0.1602,0.1960
1997,3,Quintile 4,1983,69.6562,65.6541,73.6583,68.5540,70.1340,74.1268,0.1677,0.1392,0.1961,0.1266,0.1590,0.1959
1997,3,Quintile 4,1984,69.8784,66.0308,73.7260,68.8162,70.5905,74.2452,0.1698,0.1407,0.1990,0.1311,0.1597,0.1971
1997,3,Quintile 4,1985,70.2350,66.4316,74.0384,68.9396,70.8630,74.5520,0.1720,0.1423,0.2017,0.1348,0.1614,0.2005
1997,3,Quintile 4,1986,70.4245,66.7873,74.0616,68.9551,71.1035,74.3892,0.1741,0.1439,0.2043,0.1352,0.1624,0.2034
1997,3,Quintile 4,1987,70.7362,67.1673,74.3050,69.1658,71.3010,74.6523,0.1763,0.1458,0.2068,0.1361,0.1621,0.2058
1997,3,Quintile 4,1988,71.0549,67.5473,74.5625,69.5748,71.4900,74.7586,0.1788,0.1483,0.2093,0.1380,0.1625,0.2080
1997,3,Quintile 4,1989,71.2836,67.8973,74.6699,69.9316,71.6790,74.4717,0.1817,0.1511,0.2123,0.1427,0.1652,0.2117
1997,3,Quintile 4,1990,71.5744,68.2318,74.9170,69.8129,71.8700,75.0140,0.1834,0.1526,0.2142,0.1469,0.1680,0.2114
1997,3,Quintile 4,1991,71.8335,68.5717,75.0953,69.9954,72.0680,75.5037,0.1868,0.1563,0.2173,0.1507,0.1721,0.2138
1997,3,Quintile 4,1992,72.1096,68.9227,75.2965,70.6684,72.2740,76.0445,0.1901,0.1600,0.2202,0.1554,0.1758,0.2163
1997,3,Quintile 4,1993,72.4293,69.2685,75.5902,71.1022,72.4885,76.1812,0.1932,0.1634,0.2230,0.1598,0.1792,0.2194
1997,3,Quintile 4,1994,72.6718,69.6194,75.7243,70.8031,72.7085,76.3976,0.1961,0.1668,0.2255,0.1634,0.1831,0.2229
1997,3,Quintile 4,1995,73.0479,70.0142,76.0816,71.3861,72.9350,76.7893,0.1986,0.1696,0.2276,0.1667,0.1869,0.2239
1997,3,Quintile 4,1996,73.2871,70.3924,76.1818,72.0065,73.2045,76.7598,0.2011,0.1724,0.2297,0.1700,0.1894,0.2209
1997,3,Quintile 4,1997,73.5898,70.7847,76.3948,71.9045,73.5060,76.8628,0.2039,0.1757,0.2321,0.1741,0.1928,0.2244
1997,3,Quintile 4,1998,73.9086,71.1629,76.6543,71.9695,73.7980,77.2418,0.2071,0.1793,0.2348,0.1786,0.1969,0.2294
1997,3,Quintile 4,1999,74.1344,71.5096,76.7592,72.2531,74.0775,77.2396,0.2105,0.1829,0.2381,0.1814,0.2023,0.2326
1997,3,Quintile 4,2000,74.3986,71.8627,76.9346,72.6552,74.3400,77.3226,0.2133,0.1859,0.2408,0.1836,0.2040,0.2346
1997,3,Quintile 4,2001,74.7170,72.2300,77.2040,72.7945,74.6260,77.7780,0.2173,0.1894,0.2452,0.1867,0.2057,0.2410
1997,3,Quintile 4,2002,75.0480,72.5918,77.5042,73.1817,74.9780,78.0295,0.2207,0.1925,0.2490,0.1872,0.2091,0.2456
1997,3,Quintile 4,2003,75.2906,72.8892,77.6920,72.9219,75.3235,78.1739,0.2240,0.1952,0.2527,0.1889,0.2127,0.2491
1997,3,Quintile 4,2004,75.5227,73.1648,77.8806,73.0065,75.6595,78.4011,0.2271,0.1979,0.2562,0.1907,0.2143,0.2528
1997,3,Quintile 4,2005,75.7862,73.4374,78.1349,73.1822,75.9825,78.7226,0.2296,0.1999,0.2593,0.1922,0.2157,0.2555
1997,3,Quintile 4,2006,76.0225,73.6739,78.3711,73.2594,76.2890,78.8750,0.2318,0.2017,0.2620,0.1927,0.2173,0.2564
1997,3,Quintile 4,2007,76.2905,73.9029,78.6782,73.4571,76.5740,79.2232,0.2332,0.2028,0.2635,0.1942,0.2201,0.2577
1997,3,Quintile 4,2008,76.4511,74.1096,78.7926,73.5827,76.8385,79.3073,0.2352,0.2042,0.2662,0.1956,0.2237,0.2623
1997,3,Quintile 4,2009,76.6606,74.3194,79.0018,73.8146,77.0815,79.5762,0.2373,0.2055,0.2691,0.1970,0.2277,0.2640
1997,3,Quintile 4,2010,76.8987,74.5141,79.2833,73.9927,77.2929,79.8024,0.2401,0.2066,0.2737,0.1986,0.2309,0.2656
1997,3,Quintile 4,2011,77.1020,74.7123,79.4917,74.2093,77.4981,80.0000,0.2428,0.2074,0.2781,0.2008,0.2328,0.2690
1997,3,Quintile 4,2012,77.4403,74.9087,79.9720,74.7532,77.6690,80.5360,0.2444,0.2077,0.2811,0.2002,0.2331,0.2738
1997,3,Quintile 4,2013,77.5466,75.0986,79.9947,74.9753,77.8240,80.6287,0.2453,0.2079,0.2826,0.2004,0.2335,0.2767
1997,3,Quintile 4,2014,77.7846,75.2757,80.2935,75.3302,77.9855,80.9829,0.2457,0.2080,0.2834,0.2011,0.2339,0.2761
1997,3,Quintile 4,2015,77.9763,75.4664,80.4862,75.5120,78.1535,81.2116,0.2460,0.2081,0.2839,0.2017,0.2344,0.2746
1997,4,Quintile 5 (richest),1980,73.9824,71.9501,76.0148,71.7665,73.4993,75.0032,0.0986,0.0531,0.1441,0.0876,0.1131,0.1756
1997,4,Quintile 5 (richest),1981,73.9465,72.0318,75.8613,72.1608,73.4084,75.1734,0.0991,0.0531,0.1452,0.0891,0.1135,0.1759
1997,4,Quintile 5 (richest),1982,74.2873,72.3953,76.1793,72.5303,73.8157,75.5322,0.0997,0.0530,0.1465,0.0905,0.1138,0.1762
1997,4,Quintile 5 (richest),1983,74.6294,72.7155,76.5433,72.6792,74.1245,75.7575,0.1004,0.0529,0.1480,0.0917,0.1138,0.1770
1997,4,Quintile 5 (richest),1984,74.7498,72.8965,76.6030,72.9989,74.1448,76.0325,0.1012,0.0526,0.1497,0.0927,0.1143,0.1825
1997,4,Quintile 5 (richest),1985,75.0224,73.1496,76.8951,73.2857,74.4835,76.2266,0.1023,0.0526,0.1519,0.0934,0.1149,0.1868
1997,4,Quintile 5 (richest),1986,75.1535,73.2875,77.0194,73.7032,74.4739,76.0088,0.1039,0.0529,0.1549,0.0940,0.1154,0.1909
1997,4,Quintile 5 (richest),1987,75.3617,73.4559,77.2675,73.9372,74.5972,76.2485,0.1060,0.0535,0.1585,0.0944,0.1158,0.1946
1997,4,Quintile 5 (richest),1988,75.6260,73.6752,77.5769,74.1860,74.7671,76.3409,0.1086,0.0545,0.1626,0.0946,0.1163,0.1978
1997,4,Quintile 5 (richest),1989,75.7035,73.8228,77.5841,74.4547,75.0048,76.5268,0.1114,0.0556,0.1672,0.0947,0.1167,0.2004
1997,4,Quintile 5 (richest),1990,75.9842,74.0624,77.9060,74.7133,75.1415,76.7555,0.1140,0.0569,0.1710,0.0929,0.1177,0.2016
1997,4,Quintile 5 (richest),1991,76.1496,74.2936,78.0055,74.8082,75.4317,76.9767,0.1188,0.0596,0.1780,0.0943,0.1211,0.2031
1997,4,Quintile 5 (richest),1992,76.3307,74.4601,78.2012,75.1048,75.6317,77.0835,0.1230,0.0624,0.1836,0.0960,0.1260,0.2058
1997,4,Quintile 5 (richest),1993,76.5561,74.7623,78.3499,75.1908,75.8829,77.3351,0.1279,0.0649,0.1909,0.0987,0.1324,0.2059
1997,4,Quintile 5 (richest),1994,76.5859,74.7171,78.4546,75.2813,76.0573,77.6943,0.1330,0.0675,0.1986,0.1010,0.1391,0.2057
1997,4,Quintile 5 (richest),1995,76.8530,74.9464,78.7597,75.4514,76.3951,77.8660,0.1388,0.0701,0.2074,0.1026,0.1460,0.2057
1997,4,Quintile 5 (richest),1996,76.8873,75.0374,78.7372,75.5163,76.5902,77.8663,0.1445,0.0722,0.2168,0.1042,0.1529,0.2154
1997,4,Quintile 5 (richest),1997,77.2636,75.3438,79.1834,75.7494,76.7720,78.1705,0.1512,0.0750,0.2273,0.1060,0.1576,0.2261
1997,4,Quintile 5 (richest),1998,77.5941,75.7178,79.4704,75.9398,77.1963,78.4805,0.1584,0.0779,0.2389,0.1080,0.1629,0.2382
1997,4,Quintile 5 (richest),1999,77.7739,75.9281,79.6197,76.1155,77.4744,78.6394,0.1654,0.0801,0.2507,0.1130,0.1669,0.2505
1997,4,Quintile 5 (richest),2000,77.8875,76.0128,79.7621,76.1437,77.7488,78.8951,0.1720,0.0825,0.2616,0.1179,0.1698,0.2614
1997,4,Quintile 5 (richest),2001,78.1068,76.0985,80.1152,76.4722,77.9390,79.2348,0.1783,0.0843,0.2724,0.1224,0.1725,0.2715
1997,4,Quintile 5 (richest),2002,78.3627,76.3050,80.4204,76.6913,78.2207,79.5244,0.1844,0.0865,0.2823,0.1270,0.1750,0.2806
1997,4,Quintile 5 (richest),2003,78.4539,76.3839,80.5240,76.7933,78.2610,79.6543,0.1904,0.0886,0.2921,0.1317,0.1779,0.2894
1997,4,Quintile 5 (richest),2004,78.5424,76.4672,80.6175,76.9227,78.4366,79.8750,0.1968,0.0917,0.3019,0.1360,0.1820,0.2948
1997,4,Quintile 5 (richest),2005,78.9929,76.8854,81.1004,77.2829,79.1085,80.2451,0.2029,0.0945,0.3113,0.1389,0.1864,0.2951
1997,4,Quintile 5 (richest),2006,79.0291,76.9421,81.1161,77.3044,79.3390,80.3561,0.2087,0.0974,0.3200,0.1415,0.1897,0.2953
1997,4,Quintile 5 (richest),2007,79.3036,77.1126,81.4945,77.4766,79.5390,80.7646,0.2138,0.0997,0.3279,0.1430,0.1926,0.2928
1997,4,Quintile 5 (richest),2008,79.5574,77.3752,81.7396,77.7259,79.9402,80.9530,0.2181,0.1019,0.3343,0.1455,0.1958,0.2893
1997,4,Quintile 5 (richest),2009,79.6405,77.4427,81.8383,77.7915,80.3415,81.1287,0.2217,0.1039,0.3396,0.1493,0.1979,0.2867
1997,4,Quintile 5 (richest),2010,79.8907,77.6891,82.0923,78.0849,80.4402,81.3671,0.2242,0.1052,0.3431,0.1537,0.1992,0.2843
1997,4,Quintile 5 (richest),2011,80.0270,77.8402,82.2138,78.2313,80.6671,81.5720,0.2256,0.1062,0.3451,0.1591,0.2004,0.2862
1997,4,Quintile 5 (richest),2012,80.1652,78.0019,82.3285,78.3418,80.9854,81.8256,0.2263,0.1070,0.3456,0.1627,0.2015,0.2873
1997,4,Quintile 5 (richest),2013,80.2907,78.0777,82.5037,78.4536,81.0207,81.9750,0.2263,0.1074,0.3452,0.1633,0.2022,0.2880
1997,4,Quintile 5 (richest),2014,80.4031,78.1023,82.7039,78.4908,81.2207,82.0829,0.2259,0.1079,0.3440,0.1628,0.2029,0.2884
